::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "POST /api/auth/login HTTP/1.1" 200 42 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 973 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "GET /api/room/getRoom/64f88d3a39b3a246d79294de HTTP/1.1" 200 420 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:22 +0000] "POST /api/room/update/name HTTP/1.1" 200 246 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:23 +0000] "DELETE /api/room/deleteRoom/Jest%20Test%20Room HTTP/1.1" 200 246 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:23 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 727 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:23 +0000] "DELETE /api/room/deleteRoom/Jest%20sTest%20Room HTTP/1.1" 404 80 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "GET /api/user/users HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "GET /api/user/users HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "GET /api/user/current HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "GET /api/user/unknown HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "POST /api/room/addRoom HTTP/1.1" 200 261 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "POST /api/auth/register HTTP/1.1" 200 975 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:38 +0000] "POST /api/room/verify HTTP/1.1" 404 53 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 973 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "POST /api/auth/register HTTP/1.1" 200 399 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "GET /api/messages/64f88eee4f58528ee678e604 HTTP/1.1" 200 2 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 973 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "GET /api/profile/testing1 HTTP/1.1" 200 343 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "GET /api/room/getRoom/64f88eee4f58528ee678e604 HTTP/1.1" 200 420 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "POST /api/auth/login HTTP/1.1" 200 42 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "POST /api/room/update/name HTTP/1.1" 200 246 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "DELETE /api/room/deleteRoom/Jest%20Test%20Room HTTP/1.1" 200 246 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 727 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:38:39 +0000] "DELETE /api/room/deleteRoom/Jest%20sTest%20Room HTTP/1.1" 404 80 "-" "-"
